10.4765	20	1	NaN
10.4765	30	0.9	NaN
10.4765	30	1	NaN
10.4765	35	NaN	1
10.4765	40	0.6	NaN
10.4765	40	0.7	NaN
10.4765	40	0.8	NaN
10.4765	40	NaN	0.9
10.4765	40	NaN	1
10.4765	45	NaN	1
10.4765	50	0.5	NaN
10.4765	50	0.6	NaN
10.4765	50	0.7	0.7
10.4765	50	NaN	0.8
10.4765	50	NaN	0.9
10.4765	50	NaN	1
10.4765	60	NaN	NaN
10.4765	60	0.4	NaN
10.4765	60	0.5	NaN
10.4765	60	0.6	0.6
10.4765	60	NaN	0.7
10.4765	60	NaN	0.8
10.4765	60	NaN	0.9
10.4765	60	NaN	1
10.4765	70	0.3	NaN
10.4765	70	0.4	NaN
10.4765	70	0.5	0.5
10.4765	70	NaN	0.6
10.4765	70	NaN	0.7
10.4765	70	NaN	0.8
10.4765	70	NaN	0.9
10.4765	70	NaN	1
10.4765	80	0.3	NaN
10.4765	80	0.4	NaN
10.4765	80	0.5	0.5
10.4765	80	NaN	0.6
10.4765	80	NaN	0.7
10.4765	80	NaN	0.8
10.4765	80	NaN	0.9
10.4765	90	0.2	NaN
10.4765	90	0.3	NaN
10.4765	90	0.4	NaN
10.4765	90	NaN	0.5
10.4765	90	NaN	0.6
10.4765	90	NaN	0.7
10.4765	90	NaN	0.8
10.4765	90	NaN	0.9
10.4765	100	0.3	NaN
10.4765	100	0.4	NaN
10.4765	100	NaN	0.5
10.4765	100	NaN	0.6
10.4765	100	NaN	0.7
10.4765	100	NaN	0.8
8.75979	30	0.9	NaN
8.75979	30	1	NaN
8.75979	40	0.8	NaN
8.75979	40	0.9	NaN
8.75979	40	1	NaN
8.75979	45	NaN	1
8.75979	50	0.6	NaN
8.75979	50	0.7	NaN
8.75979	50	0.8	NaN
8.75979	50	NaN	0.9
8.75979	50	NaN	1
8.75979	60	0.5	NaN
8.75979	60	0.6	NaN
8.75979	60	0.7	0.7
8.75979	60	NaN	0.8
8.75979	60	NaN	0.9
8.75979	60	NaN	1
8.75979	70	0.5	NaN
8.75979	70	0.6	NaN
8.75979	70	NaN	0.7
8.75979	70	NaN	0.8
8.75979	80	0.4	NaN
8.75979	80	0.5	NaN
8.75979	80	NaN	0.6
8.75979	80	NaN	0.7
8.75979	80	NaN	0.8
8.75979	90	0.4	NaN
8.75979	90	0.5	NaN
8.75979	90	NaN	0.6
8.75979	90	NaN	0.7
8.75979	90	NaN	0.8
8.75979	90	NaN	0.9
20.92364103	10	1	NaN
20.92364103	15	0.8	NaN
20.92364103	15	0.9	NaN
20.92364103	15	1	NaN
20.92364103	15	NaN	1
20.92364103	15	NaN	1
20.92364103	20	0.6	NaN
20.92364103	20	0.7	NaN
20.92364103	20	NaN	0.8
20.92364103	20	NaN	0.9
20.92364103	20	NaN	1
20.92364103	30	0.4	NaN
20.92364103	30	0.5	NaN
20.92364103	30	NaN	0.55
20.92364103	30	NaN	0.6
20.92364103	30	NaN	0.7
20.92364103	30	NaN	0.8
20.92364103	30	NaN	0.9
20.92364103	30	NaN	1
20.92364103	40	0.3	NaN
20.92364103	40	0.4	0.4
20.92364103	40	NaN	0.5
20.92364103	40	NaN	0.6
20.92364103	40	NaN	0.75
20.92364103	60	0.2	NaN
20.92364103	60	0.3	NaN
20.92364103	60	0.3	NaN
20.92364103	60	NaN	0.4
20.92364103	60	NaN	NaN
20.92364103	60	NaN	0.5
20.92364103	60	NaN	0.6
20.92364103	60	NaN	0.7
20.92364103	60	NaN	0.8
20.92364103	80	0.2	NaN
20.92364103	80	0.3	NaN
20.92364103	80	NaN	0.4
20.92364103	80	NaN	0.5
20.92364103	80	NaN	0.6
20.92364103	80	NaN	0.7
20.92364103	80	NaN	0.8
28.68888889	1	1	NaN
28.68888889	3	1	NaN
28.68888889	5	1	NaN
28.68888889	7	1	NaN
28.68888889	8	1	NaN
28.68888889	9	1	NaN
28.68888889	10	1	NaN
28.68888889	12	NaN	1
28.68888889	13	NaN	1
28.68888889	15	0.5	NaN
28.68888889	15	0.6	NaN
28.68888889	15	0.7	NaN
28.68888889	15	0.75	0.75
28.68888889	15	NaN	0.8
28.68888889	15	NaN	0.9
28.68888889	15	NaN	1
28.68888889	20	0.5	NaN
28.68888889	20	0.6	NaN
28.68888889	20	0.7	NaN
28.68888889	20	NaN	0.7
28.68888889	20	NaN	0.8
28.68888889	20	NaN	1
28.68888889	30	0.1	NaN
28.68888889	30	0.2	NaN
28.68888889	30	0.3	NaN
28.68888889	30	0.4	NaN
28.68888889	30	NaN	NaN
28.68888889	30	NaN	0.5
28.68888889	30	NaN	0.6
28.68888889	30	NaN	0.7
28.68888889	30	NaN	0.8
28.68888889	30	NaN	0.9
28.68888889	30	NaN	1
28.68888889	40	0.1	NaN
28.68888889	40	0.2	NaN
28.68888889	40	0.3	NaN
28.68888889	40	NaN	0.4
28.68888889	40	NaN	0.5
28.68888889	40	NaN	0.6
28.68888889	40	NaN	0.7
28.68888889	40	NaN	0.8
28.68888889	50	0.1	NaN
28.68888889	50	0.2	NaN
28.68888889	50	0.3	NaN
28.68888889	50	NaN	0.4
28.68888889	50	NaN	0.5
28.68888889	60	0.1	NaN
28.68888889	60	0.2	NaN
28.68888889	60	NaN	0.3
28.68888889	60	NaN	0.4
28.68888889	60	NaN	0.5
28.68888889	60	NaN	0.6
28.68888889	60	NaN	0.7
28.68888889	60	NaN	0.8
28.68888889	60	NaN	0.9
28.68888889	70	0.1	NaN
28.68888889	70	0.2	NaN
28.68888889	70	NaN	0.3
28.68888889	70	NaN	0.4
28.68888889	70	NaN	0.5
28.68888889	70	NaN	0.6
28.68888889	70	NaN	0.7
28.68888889	80	0.1	NaN
28.68888889	80	0.2	NaN
28.68888889	80	NaN	0.3
28.68888889	80	NaN	0.4
28.68888889	80	NaN	0.5
28.68888889	80	NaN	0.6
28.68888889	80	NaN	0.7
28.68888889	80	NaN	0.8
28.68888889	80	NaN	0.9
28.68888889	90	0.1	NaN
28.68888889	90	0.2	NaN
28.68888889	90	NaN	0.3
28.68888889	90	NaN	0.4
28.68888889	90	NaN	0.5
28.68888889	90	NaN	0.6
28.68888889	90	NaN	0.7
28.68888889	90	NaN	0.8
28.68888889	90	NaN	0.9
28.68888889	100	0.1	NaN
28.68888889	100	0.2	NaN
28.68888889	100	NaN	0.3
28.68888889	100	NaN	0.4
28.68888889	100	NaN	0.5
28.68888889	100	NaN	0.6
28.68888889	100	NaN	0.8
28.68888889	100	NaN	1
