0.000000	0.143336	1650.36
1.00000	0.146300	1779.15
2.00000	0.147350	1902.87
3.00000	0.154724	2106.24
4.00000	0.175342	2550.80
5.00000	0.197716	3053.45
6.00000	0.233031	3926.80
7.00000	0.285706	5439.55
8.00000	0.331880	7395.05
9.00000	0.439380	11737.1
10.0000	0.512472	17155.3
11.0000	0.547157	22865.4
12.0000	0.549181	30007.5
13.0000	0.590090	46609.0
14.0000	0.633854	63878.2
15.0000	0.710868	94764.9
16.0000	0.786478	128454.
17.0000	0.822776	182394.
18.0000	0.841219	231036.
19.0000	0.854388	251717.
20.0000	0.852717	215104.
21.0000	0.827194	179081.
22.0000	0.743084	138192.
23.0000	0.729714	156284.
24.0000	0.721660	185234.
25.0000	0.646216	153208.
26.0000	0.627144	108668.
27.0000	0.729638	179267.
28.0000	0.697640	157469.
29.0000	0.712623	178975.
30.0000	0.740917	182020.
31.0000	0.720820	194539.
32.0000	0.649290	205853.
33.0000	0.640699	191237.
34.0000	0.614622	150659.
35.0000	0.643386	148018.
36.0000	0.670068	158939.
37.0000	0.630948	147042.
38.0000	0.580465	127155.
39.0000	0.570589	135570.
40.0000	0.619358	174272.
41.0000	0.693256	194414.
42.0000	0.683321	226854.
43.0000	0.664844	277685.
44.0000	0.646746	242755.
45.0000	0.610397	196001.
46.0000	0.602914	198625.
47.0000	0.682078	233721.
48.0000	0.742303	320043.
49.0000	0.810389	350733.
50.0000	0.777215	358207.
