0.000000	0.127732	833.362
1.00000	0.131822	851.106
2.00000	0.130100	868.102
3.00000	0.146141	951.584
4.00000	0.161350	1032.40
5.00000	0.186941	1203.25
6.00000	0.205694	1364.53
7.00000	0.239809	1633.78
8.00000	0.282976	2072.70
9.00000	0.322944	2515.13
10.0000	0.351759	3132.78
11.0000	0.382951	3828.68
12.0000	0.418678	4723.22
13.0000	0.458210	6089.36
14.0000	0.487024	7423.82
15.0000	0.534904	9264.05
16.0000	0.555665	10513.7
17.0000	0.601352	12896.1
18.0000	0.621248	14717.0
19.0000	0.652314	18083.9
20.0000	0.650013	20079.7
21.0000	0.669581	23296.8
22.0000	0.651004	22830.5
23.0000	0.656076	24413.3
24.0000	0.628941	23383.8
25.0000	0.641085	26199.1
26.0000	0.609767	25692.0
27.0000	0.608734	27829.7
28.0000	0.595818	28007.1
29.0000	0.606181	29685.7
30.0000	0.629168	33912.2
31.0000	0.685261	42495.3
32.0000	0.724221	50217.1
33.0000	0.735164	56087.3
34.0000	0.686579	64460.1
35.0000	0.678928	73423.0
36.0000	0.693130	81946.2
37.0000	0.706215	78677.1
38.0000	0.709994	70500.9
39.0000	0.663618	65013.8
40.0000	0.580297	53939.5
41.0000	0.611203	61377.4
42.0000	0.629336	65733.3
43.0000	0.697943	86747.6
44.0000	0.662778	93020.2
45.0000	0.666280	91283.4
46.0000	0.680566	97184.8
47.0000	0.679609	108088.
48.0000	0.678013	110022.
49.0000	0.647409	106608.
50.0000	0.608508	105579.
51.0000	0.605644	102750.
52.0000	0.657101	126058.
53.0000	0.735089	147596.
54.0000	0.829529	198178.
55.0000	0.897925	241323.
