20.0000	20.0000	19.3246	1.63492	0.843402	0.531655	1500.00
20.0000	35.0000	2.38422	0.679047	0.823481	0.503583	1500.00
20.0000	50.0000	32.9170	1.67694	0.343058	-0.362061	1500.00
20.0000	65.0000	12.7113	1.70380	-0.363188	-0.813263	1500.00
20.0000	80.0000	15.3391	0.893385	-0.929530	-0.990161	1500.00
20.0000	95.0000	5.70141	0.0285575	0.822462	-0.930568	1500.00
20.0000	110.000	20.3802	1.85545	0.641330	0.368502	1500.00
20.0000	125.000	56.1692	2.12209	0.532433	-0.0540983	1500.00
20.0000	140.000	67.1726	0.00186418	0.340251	-0.881310	1500.00
20.0000	155.000	98.1354	0.0241922	-0.356075	-0.986732	1500.00
20.0000	170.000	99.3966	0.986732	-0.162706	-0.892098	1500.00
20.0000	185.000	32.1156	1.56540	0.111218	-0.997604	1500.00
20.0000	200.000	23.1240	2.17316	0.190539	-0.969879	1500.00
20.0000	215.000	86.2874	0.193219	0.890249	0.793589	1500.00
20.0000	230.000	57.5383	0.00928815	0.910456	0.845812	1500.00
20.0000	245.000	19.2496	0.526484	0.778980	0.725430	1500.00
20.0000	260.000	12.5002	0.685576	0.229724	-0.905021	1500.00
20.0000	275.000	26.2351	4.40004	-0.259471	-0.908295	1500.00
20.0000	290.000	89.9446	4.92711	-0.791618	-0.970281	1500.00
20.0000	305.000	103.991	1.62533	0.921203	-0.945498	1500.00
20.0000	320.000	109.227	0.00563781	0.950322	0.900169	1500.00
20.0000	335.000	58.6741	0.107820	0.970207	0.930360	1500.00
20.0000	350.000	15.1881	0.958446	0.875911	0.749740	1500.00
20.0000	365.000	14.7225	1.42780	0.279466	-0.997674	1500.00
20.0000	380.000	8.43859	2.13042	-0.390994	-0.997674	1500.00
20.0000	395.000	25.3348	1.06826	0.691767	0.109986	1500.00
20.0000	410.000	86.3481	0.697636	0.510182	-0.281127	1500.00
20.0000	425.000	113.927	0.137230	0.352959	-0.281127	1500.00
20.0000	440.000	75.9637	2.78622	0.860095	0.695166	1500.00
20.0000	455.000	60.3885	0.851297	0.929377	0.867563	1500.00
20.0000	470.000	60.1807	0.304767	0.939687	0.867563	1500.00
20.0000	485.000	101.140	1.28759	0.893924	0.848820	1500.00
20.0000	500.000	109.232	1.77369	0.786961	0.723976	1500.00
20.0000	515.000	83.7293	0.302376	0.971384	0.901574	1500.00
20.0000	530.000	50.0069	1.79606	0.920625	0.770186	1500.00
20.0000	545.000	35.4779	1.80053	0.775925	0.690389	1500.00
20.0000	560.000	61.2540	4.94954	0.919542	0.849154	1500.00
20.0000	575.000	38.6430	3.75591	0.979377	0.954024	1500.00
20.0000	590.000	28.5238	3.94876	0.980974	0.956177	1500.00
20.0000	605.000	19.8406	1.98309	0.982482	0.964154	1500.00
20.0000	620.000	57.4001	0.320222	0.989887	0.980926	1500.00
20.0000	635.000	69.1546	1.01362	0.970426	0.933063	1500.00
20.0000	650.000	46.9531	2.75501	0.913869	0.774676	1500.00
20.0000	665.000	10.1693	0.960954	0.979345	0.951877	1500.00
20.0000	680.000	18.1274	0.00540483	0.985848	0.971987	1500.00
20.0000	695.000	16.6501	0.0689778	0.972856	0.933288	1500.00
20.0000	710.000	28.0376	0.413387	0.861415	0.779020	1500.00
20.0000	725.000	17.1525	0.989581	0.659909	0.121426	1500.00
20.0000	740.000	4.43695	0.323881	0.678338	0.212805	1500.00
20.0000	755.000	9.85634	0.0301880	0.930961	0.838940	1500.00
20.0000	770.000	43.2501	0.0672682	0.869763	0.728373	1500.00
20.0000	785.000	90.5296	0.503633	0.957016	0.885221	1500.00
20.0000	800.000	87.3729	0.815389	0.988990	0.948133	1500.00
20.0000	815.000	99.4893	0.186817	0.893511	0.732687	1500.00
20.0000	830.000	80.6387	0.0236123	0.787296	0.399867	1500.00
20.0000	845.000	38.4771	0.665507	0.679642	0.289688	1500.00
20.0000	860.000	27.1278	0.110316	0.767063	0.340962	1500.00
20.0000	875.000	21.7813	0.0316796	0.907926	0.745185	1500.00
20.0000	890.000	15.6639	0.157704	0.878736	0.679370	1500.00
20.0000	905.000	5.15492	1.17588	0.767523	0.699731	1500.00
