0.000000	0.0744115	0.000000
1.00000	0.0941530	0.000295979
2.00000	0.126044	0.000710044
3.00000	0.0728930	0.00126602
4.00000	0.151860	0.00237205
5.00000	0.131359	0.00350211
6.00000	0.0987091	0.00449767
7.00000	0.126044	0.00593100
8.00000	0.149583	0.00749132
9.00000	0.126803	0.00912832
10.0000	0.145026	0.0107854
11.0000	0.0895978	0.0111584
12.0000	0.0797266	0.0135922
13.0000	0.0349281	0.0139520
14.0000	0.0751704	0.0183419
15.0000	0.0698556	0.0174240
16.0000	0.0668184	0.0235230
17.0000	0.166287	0.0234497
18.0000	0.0683371	0.0245825
19.0000	0.0630216	0.0281112
20.0000	0.0463173	0.0300725
21.0000	0.000000	0.0294096
22.0000	0.0827637	0.0315063
23.0000	0.148064	0.0377918
24.0000	0.0827639	0.0404994
25.0000	0.0964308	0.0430832
26.0000	0.0994685	0.0445376
27.0000	0.104024	0.0431888
28.0000	0.119970	0.0537412
29.0000	0.220197	0.0604809
30.0000	0.203493	0.0678916
31.0000	0.145786	0.0670754
32.0000	0.208049	0.0741176
33.0000	0.138952	0.0650223
34.0000	0.217919	0.0910152
35.0000	0.281700	0.102643
36.0000	0.246773	0.107287
37.0000	0.321943	0.116655
38.0000	0.235384	0.123216
39.0000	0.264996	0.139034
40.0000	0.247532	0.167151
41.0000	0.277904	0.201310
42.0000	0.413818	0.223892
43.0000	0.507972	0.264592
44.0000	0.506454	0.259895
45.0000	0.585422	0.287500
46.0000	0.588459	0.287248
47.0000	0.432801	0.271774
48.0000	0.429765	0.296668
49.0000	0.422931	0.277691
50.0000	0.419134	0.310621
51.0000	0.404708	0.304771
52.0000	0.332574	0.289430
53.0000	0.334852	0.302285
54.0000	0.589977	0.390066
55.0000	0.579347	0.389329
56.0000	0.735763	0.464932
57.0000	0.723615	0.499161
58.0000	0.589218	0.465593
59.0000	0.547457	0.506750
60.0000	0.472285	0.547901
61.0000	0.427486	0.574726
62.0000	0.355353	0.498242
63.0000	0.556568	0.521137
64.0000	0.769173	0.607667
65.0000	0.680334	0.509091
66.0000	0.681853	0.562437
67.0000	0.728170	0.607456
68.0000	0.632498	0.506984
69.0000	0.767654	0.649873
70.0000	0.940775	0.692634
71.0000	0.714503	0.585983
72.0000	0.715262	0.551718
73.0000	0.647684	0.605822
74.0000	0.752468	0.726393
75.0000	0.715262	0.677592
76.0000	0.839028	0.751130
77.0000	1.00000	0.817638
78.0000	0.975702	0.891214
79.0000	0.980258	0.809972
